,country,description,points,price,province,taster_name,taster_twitter_handle,title,variety,winery
119999,Australia,"Vanilla, cedar and mint notes mark the nose, while this wine boasts just enough fruit on the plate to carry the lavish oak. It's full bodied, creamy and supple, amply concentrated but still very approachable. Drink now–2023.",92,75.0,South Australia,Joe Czerwinski,@JoeCz,Mitolo 2012 Savitar Shiraz (McLaren Vale),Shiraz,Mitolo
120000,US,"Black sage, wispy black cherry, dried violets, star anise and a woody character combine for a wondrous nose on this wine by regional pioneer Dan Lee. It's rich on the palate, with clove and nutmeg adding complexity to the plum, dried cherry and fennel bulb flavors.",92,58.0,California,Matt Kettmann,@mattkettmann,Morgan 2013 Garys Vineyard Pinot Noir (Santa Lucia Highlands),Pinot Noir,Morgan
120001,Italy,"You'll find classic Nebbiolo scents of perfumed berry, rose, violet, tilled earth, leather and a hint of game in this striking wine. On the palate, notes of sage, white pepper and clove accent a core of red and black cherry. It's balanced with nervous acidity and gripping tannins.",92,50.0,Piedmont,Kerin O’Keefe,@kerinokeefe,Pertinace 2012 Marcarini  (Barbaresco),Nebbiolo,Pertinace
120003,Portugal,"The stately hillside line of cypress trees gives its name to this estate on the south bank of the Douro. This complex, rich and dark wine is densely textured. The tannins are still young, while the black berry fruits pack into the solid structure. This is a wine to age, so drink from 2018.",92,22.0,Douro,Roger Voss,@vossroger,Real Companhia Velha 2013 Quinta dos Aciprestes Reserva Red (Douro),Portuguese Red,Real Companhia Velha
120004,US,"Ripe pomegranate seeds, red cherry juice, chai tea, a touch of iron and a stemmy crushed herb element powers the nose on this bottling from a special part of the estate vineyard. The flavors are sanguine at first, then open up onto red fruits, but are all held together by crushed marjoram and thyme.",92,44.0,California,Matt Kettmann,@mattkettmann,Riverbench 2013 One Palm Pinot Noir (Santa Maria Valley),Pinot Noir,Riverbench
120005,US,"Vanilla, saffron and other exotic yellow spices are laced amidst the dried apples, dried pineapples and just-cut lemons on the nose of this wine from a vineyard on the cool western fringe of the appellation. It's fairly broad in the mouth, with lots of lemon zest, cooked apples and more vanilla, cut by a pithy bitterness.",92,34.0,California,Matt Kettmann,@mattkettmann,Ryan Cochrane 2013 Solomon Hills Vineyard Chardonnay (Santa Maria Valley),Chardonnay,Ryan Cochrane
120006,US,"The third (and newest) of Trisaetum's estate vineyards, Wichman's grafted-on Riesling vines (originally Pinot Gris) have found their grip in 2014. Citrus, pink grapefruit and citrus peel components pile on more subtle details of orange rind, mineral and a whiff of vanilla wafer. The acids are juicy and the finish has a crisp, lemony tang.",92,28.0,Oregon,Paul Gregutt,@paulgwine ,Trisaetum 2014 Wichmann Dundee Estate Dry Riesling (Dundee Hills),Riesling,Trisaetum
120018,France,"Structured and with a strongly crisp and textured character, this wine also has a touch of toast from wood aging. Ripe green and yellow fruits are part of the concentration and dense flavors. It is still young, so wait until 2018.",94,42.0,Burgundy,Roger Voss,@vossroger,Domaine Pinson 2013 Montmains Premier Cru  (Chablis),Chardonnay,Domaine Pinson
120183,US,"An extremely dense nose reveals espresso bean, blackberry paste, caramelized berries, black pepper and a hint of tobacco, reminiscent of a fruit-laced, heavily spiced crème brûlée. The blend of 54% Cabernet Sauvignon, 23% Merlot, 17% Cabernet Franc and 5% Syrah is silky on the palate with oregano, dill and fennel giving nuance to dried blueberry fruit, laid across a powerful structure. Drink 2016–2027.",93,60.0,California,Matt Kettmann,@mattkettmann,Summerwood 2012 Senito Red (Paso Robles),Bordeaux-style Red Blend,Summerwood
120184,Italy,"Showing extreme elegance, this fragrant, radiant wine opens with aromas of jasmine, white peach and aromatic herb. The linear palate delivers crisp Granny Smith apple, white stone fruit, sage, lemon drop and flinty mineral alongside zesty acidity that provides balance and energy.",93,40.0,Northeastern Italy,Kerin O’Keefe,@kerinokeefe,Tiefenbrunner 2014 Feldmarschall von Fenner Müller-Thurgau (Alto Adige),Müller-Thurgau,Tiefenbrunner
120264,Israel,"Black cherry to the eye, this wine has a bouquet of raspberry and Mediterranean herbs with a strong note of lavender. It is well-crafted, with flavors of cherry, blackberry, smoked meat, thyme and black pepper. Silky tannins line the palate, and the finish offers a burst of cranberry and pomegranate.",92,50.0,Judean Hills,Mike DeSimone,@worldwineguys,Yatir 2012 Cabernet Sauvignon (Judean Hills),Cabernet Sauvignon,Yatir
120265,South Africa,"This Chardonnay hits all the right marks, as toasty oak influence is coupled seamlessly with ripe fruit tones and balancing acidity. Gorgeous scents of yellow apple, melon and honeysuckle transition through to the medium-weight palate, where they are met by attractive oak spice tones, a subtle tannic texture and refreshing acidic lift. The finish is long and evolving, and this should drink well through 2020.",92,60.0,Elgin,Lauren Buzzeo,@laurbuzz,Kershaw 2013 Clonal Selection Chardonnay (Elgin),Chardonnay,Kershaw
120266,France,"This fine, ageworthy wine is rounded, smooth and full of ripe yellow fruit. There is a zesty tang on the back palate that will allow it to mature, its richness shining through a frame of crisp texture. Drink from 2020.",92,53.0,Burgundy,Roger Voss,@vossroger,Alex Gambal 2014 Les Murgers des Dents de Chien Premier Cru  (Saint-Aubin),Chardonnay,Alex Gambal
120267,US,"Bright cassis, strawberry and red currant flavors are on vivid display in this 100% varietal wine. Soft and easy to enjoy, it impresses with full-bodied accetnes of dusty cigar and mocha.",92,65.0,California,Virginie Boone,@vboone,Beaulieu Vineyard 2013 Maestro Collection Cabernet Sauvignon (Oakville),Cabernet Sauvignon,Beaulieu Vineyard
120268,US,"A yeasty baked bread note leads this wine's nose before smoky oak and lushly layered blue and black fruit take over. With spice- and leather-laced flavors, it offers a wealth of brawny structure and lip-smacking succulence, finishing soft.",92,44.0,California,Virginie Boone,@vboone,Beltane Ranch 2014 Heins Block Estate Grown Zinfandel (Sonoma Valley),Zinfandel,Beltane Ranch
120269,Portugal,"This pure Touriga Nacional is perfumed, firmly tannic and packed with the tight, mineral character typical of the region. Richly fruity with juicy black currant flavor, it's still developing and will be best from 2019.",92,48.0,Dão,Roger Voss,@vossroger,Boas Quintas 2014 Quinta da Fonte do Ouro Reserva Especial Touriga Nacional (Dão),Touriga Nacional,Boas Quintas
120270,Spain,"Concentrated black-fruit aromas are charred and savory, with notes of grilled beef and black olive. A plush plump layered palate offers earthy saucy savory plum fruit, while the finish is round, wholesome and smooth. Drink through 2023.",92,35.0,Northern Spain,Michael Schachner,@wineschach,Sonsierra 2012 Pagos de la Sonsierra Reserva  (Rioja),Tempranillo,Sonsierra
120359,US,"A sweet-smelling wine with notes of overripe pear, pineapple and jasmine. It also drinks quite sweet (26g/L residual sugar) but doesn't have the acid or flavor concentration to match.",84,9.0,Washington,Sean P. Sullivan,@wawinereport,Paradise Peak 2012 Riesling (Washington),Riesling,Paradise Peak
120420,US,"Two fistfuls of Merlot help soften this wine, along with 5% Petit Verdot. These grapes contribute to the full-bodied spirit and youthful tannin make-up that becomes plush and lush as it goes, revealing sizable elements of mocha, black currant and vanilla-tinged oak. Drink now through 2020.",93,80.0,California,Virginie Boone,@vboone,Prime Solum 2012 Broken Rock Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Prime Solum
120422,US,"This wine by winemaker and owner Dan Kessler offers a zesty nose of crushed boysenberry, black raspberry, scarlet rose petal, wild sage and a touch of violet. There is lots of fresh zip to the sip, where woody elderberries and black plum are lifted by mint and more lively violet character. The finish is laced with juniper.",93,40.0,California,Matt Kettmann,@mattkettmann,Kessler-Haak 2012 Ohana Pinot Noir (Sta. Rita Hills),Pinot Noir,Kessler-Haak
120428,US,"From a vineyard planted in 1981 above Cupertino comes this cellar-ready bottling that shows tobacco, cigar box, loamy earth, dried plums, leather deep black cherry and blueberry on the nose. Zesty acidity and chalky tannins frame the complete and powerful palate, where flavors of cedar, tobacco and woody berries converge. Drink 2020 through 2033.",93,42.0,California,Matt Kettmann,@mattkettmann,Santa Cruz Mountain Vineyard 2013 Luchessi Vineyard Cabernet Sauvignon (Santa Cruz Mountains),Cabernet Sauvignon,Santa Cruz Mountain Vineyard
120429,US,"This extremely flavorful wine smells like fig, almond and custard, and tastes like butterscotch, lemon meringue and toasted almond. It is quite full bodied, almost thick in texture and about to burst at the seams with richness.",93,26.0,California,Jim Gordon,@gordone_cellars,Skinner 2013 Seven Generations White (El Dorado),Rhône-style White Blend,Skinner
120430,US,"This selection from a 40-year-old vineyard manages to convey both power and complexity in a transparent, nearly ephemeral style. Like gazing into a clear pool of deep water, you plunge through a surface patina of ripe, crushed raspberries into a textural, evanescent palate framed in dark chocolate. Drink now through 2030 and beyond.",93,80.0,Oregon,Paul Gregutt,@paulgwine ,The Eyrie Vineyards 2013 Daphne Estate Pinot Noir (Dundee Hills),Pinot Noir,The Eyrie Vineyards
120447,US,"This full-bodied and beautifully flavored wine goes deep in terms of ripe fruit and subtle spices, and has a calm, composed character and ultrasmooth, slightly restrained texture. Delicious black-cherry and currant notes come out in the bouquet, weave through the palate and linger on the finish.",93,82.0,California,Jim Gordon,@gordone_cellars,Goldeneye 2013 Gowan Creek Vineyard Pinot Noir (Anderson Valley),Pinot Noir,Goldeneye
120476,France,Almost overripe richness of fleshy peach pervades nose and medium-sweet palate. There is a heady overtone of vanilla into the bargain. For those who like it rich and decadent.,86,29.0,Alsace,Anne Krebiehl MW,@AnneInVino,Willm 2011 Clos Gaensbroennel Kirchberg de Barr Grand Cru Gewurztraminer (Alsace),Gewürztraminer,Willm
120563,France,"With wood aging and the rich flavors from lees stirring, this is a ripe wine, gently oxidative as well as full of yellow fruits. It is a broad wine, typical of the vintage, although happily with a crisper citrus aftertaste. Drink now.",88,35.0,Burgundy,Roger Voss,@vossroger,Arnaud Baillot 2015  Bourgogne,Chardonnay,Arnaud Baillot
120575,US,"Savory pepper and rustic gravel aromas meet with strawberry and dried cherry on the nose of this proprietary red blend that is widely available. Strawberry pie flavors dominate the sip, but there's also a lava rock minerality and a burst of acidity.",88,15.0,California,Matt Kettmann,@mattkettmann,Rabble 2014 Mossfire Ranch Red (Paso Robles),Red Blend,Rabble
120576,US,"A pale pink in the glass, this light and clean bottling shows aromas of chalk, pink flowers, watermelon and a slice of lime. It's crisp on the sip with a tight texture, offering a very quaffable bubblegum flavor.",88,15.0,California,Matt Kettmann,@mattkettmann,Rabble 2016 Mossfire Ranch Rosé (Paso Robles),Rosé,Rabble
120577,US,"This is a great option for a widely available and affordable rosé. A very pretty pink in color, it shows baked strawberry, rose petals and vanilla ice cream on the nose. The sip tightens around cherry and strawberry-brioche flavors.",88,12.0,California,Matt Kettmann,@mattkettmann,SeaGlass 2016 Rosé (Monterey County),Rosé,SeaGlass
120578,US,"Intensely dark blackberry fruit meets with game and minty chocolate on the nose of this appellation blend by Adam Lee. The flavors are woody with forest undergrowth, and surround a core of mulberry.",88,39.0,California,Matt Kettmann,@mattkettmann,Siduri 2015 Pinot Noir (Santa Lucia Highlands),Pinot Noir,Siduri
120579,Spain,"Hailing from the volcanic soils of Tenerife in the Canary Islands, this blend of Pedro Ximénez and Listán Blanco opens with aromas of citrus peel and honey. A powerful palate is angular and smacking. Salty citrus flavors reflect an ocean influence, while the wine is strong on the finish.",88,22.0,Spanish Islands,Michael Schachner,@wineschach,Suertes del Marqués 2015 Trenzado White,White Blend,Suertes del Marqués
120580,France,"Ripe fruit aromas show alongside an equally rich, creamy palate. This wine has attractive lemon and crisp apple flavors, touched by wood to give a smooth, rich aftertaste. Drink from 2018.",88,20.0,Burgundy,Roger Voss,@vossroger,Sylvaine et Alain Normand 2016  Mâcon La Roche Vineuse,Chardonnay,Sylvaine et Alain Normand
120581,US,"This is a light and easy-sipping wine. Floral, apple and lightly herbaceous aromas lead to generous fruit flavors like Pippin apples and white peaches while a good balance of crispness and richness shapes the mouthfeel.",88,16.0,California,Jim Gordon,@gordone_cellars,Terra d'Oro 2016 Chenin Blanc-Viognier (Clarksburg),Chenin Blanc-Viognier,Terra d'Oro
120582,US,"This widely available bottling by the Niven family is a very safe and reliable expression of Cab, with black plums, crushed slate, a touch of oak, some purple flowers and a little soy on the nose. The palate is also down the middle, with earth, wood and dark fruit all present, framed by strong acidity and firm but not overwhelming tannins.",88,24.0,California,Matt Kettmann,@mattkettmann,True Myth 2014 Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,True Myth
120587,US,"Bright melon and lime zest aromas lead to lightly sweet, broad, fleshy fruit flavors in this wine. It's not entirely representative of the variety but still brings a lot of freshness and appeal.",88,21.0,Washington,Sean P. Sullivan,@wawinereport,Kestrel 2016 Falcon Series Viognier (Yakima Valley),Viognier,Kestrel
120591,US,"This Priorat-like blend of 50% Grenache, 28% Syrah, and 22% Mourvèdre is pungent and spicy, with a bit of menthol in the nose. Supple and luxurious fruit, a mix of raspberry and black fruits, baking spices, sweet barrel flavors. Powerful and rich, this is a big wine with tobacco and clove highlights and a little heat in the finish.",94,45.0,Washington,Paul Gregutt,@paulgwine ,Gramercy 2009 The Third Man Red Red (Columbia Valley (WA)),Rhône-style Red Blend,Gramercy
120632,France,"Although the oak imprints strong flavors in this wine, it's still young, so all the spice and toastiness will integrate. The fruit is there, showing a rich medley of apples, pears and citrus. As it matures, the texture will flesh out to result in a generous wine with a promising future. Drink from 2020.",91,45.0,Burgundy,Roger Voss,@vossroger,Domaine Jessiaume 2015 Les Gravières Premier Cru  (Santenay),Chardonnay,Domaine Jessiaume
120727,Greece,"Lemon zest, lime and melon aromas lead this elegant white blend. Zesty citrus and lush melon on the palate offers a refined character that is nonetheless fine for everyday enjoyment. The finish is expressive and slightly floral.",87,38.0,Pangeon,Susan Kostrzewa,@suskostrzewa,Estate Biblia Chora 2011 Ovilos White (Pangeon),White Blend,Estate Biblia Chora
120738,Italy,"The nose on this red is a bit shy but eventually reveals aromas suggesting moist underbrush, crushed berry and a whisper of violet. The simple light-bodied palate offers sour cherry, tart cranberry and a hint of orange peel. It's on the slender side, with firm acidity and loose-knit tannins.",86,23.0,Tuscany,Kerin O’Keefe,@kerinokeefe,Val di Suga 2014  Rosso di Montalcino,Sangiovese,Val di Suga
120752,France,"The Côtes d'Auxerre, west of Chablis, is the last outpost of Chardonnay in Burgundy. That results in this cool style of wine, light and fruity with apple and green-plum fruitiness. There is a zest to the wine, a lightly mineral texture and attractive final acidity. Drink now.",86,19.0,Burgundy,Roger Voss,@vossroger,Bailly-Lapierre 2015  Bourgogne Côtes d’Auxerre,Chardonnay,Bailly-Lapierre
120753,France,"Light and smoky, this is a fruit-forward, soft wine. Berry flavors are balanced by the stalky texture. It's young, although very ready to drink.",86,19.0,Loire Valley,Roger Voss,@vossroger,Bougrier 2015 Alain de la Treille  (Chinon),Cabernet Franc,Bougrier
120754,Italy,"This opens with aromas of cellar floor, moist underbrush, dried sage and a whiff of crushed violet. The robust but straightforward palate offers mature black cherry and a hint of dark cooking spice alongside close-grained rather fleeting tannins that leave a raspy finish.",86,65.0,Veneto,Kerin O’Keefe,@kerinokeefe,Villa Girardi 2012  Amarone della Valpolicella Classico,Red Blend,Villa Girardi
120755,Bulgaria,"Easygoing and not too complex this straightforward Cabernet Sauvignon offers aromas and flavors of red cherry, plum and black currant. The finish is medium length with persistent soft tannins.",86,9.0,Thracian Valley,Jeff Jenssen,@worldwineguys,Vini 2015 Veni Vidi Vici Cabernet Sauvignon (Thracian Valley),Cabernet Sauvignon,Vini
120758,US,"The nose on this bottling is a tad fruit-punchy at first, with light red cherry and candied pomegranate aromas, but then picks up complexity with a leather note. The palate also offers that leather alongside tobacco and light elderberry fruit.",86,18.0,California,Matt Kettmann,@mattkettmann,Broadside 2014 Margarita Vineyard Merlot (Paso Robles),Merlot,Broadside
120789,Austria,"Concentrated notes of pear peel and lemon zest make for an intense nose. The palate is juicy, light and fresh and majors on white-pear flesh with a bright touch of lemon that is dry and invigorating. The finish tingles with white pepper and lemon freshness.",91,27.0,Wachau,Anne Krebiehl MW,@AnneInVino,Domäne Wachau 2016 Ried Liebenberg Federspiel Grüner Veltliner (Wachau),Grüner Veltliner,Domäne Wachau
120790,US,"Velvety, with a touch of grit, this wine is tart and tangy in acidity, with a firmness of structure and tannin. The boldly interwoven flavors are defined by wild strawberry, cranberry and black tea.",91,75.0,California,Virginie Boone,@vboone,Flowers 2014 Sea View Ridge Pinot Noir (Sonoma Coast),Pinot Noir,Flowers
120795,US,"Smooth and salty, this wine is medium in weight and oak influence. Layered and complex, it's highlighted in honey and apple flavors, with a persistent finish that's speckled in nutmeg, giving it a nice balance between fruitiness and spice.",91,30.0,California,Virginie Boone,@vboone,J Vineyards & Winery 2015 Chardonnay (Russian River Valley),Chardonnay,J Vineyards & Winery
120825,France,This wine comes from one of Côtes de Provence historic cru classé estates. It is a ripe and smooth wine with crisp acidity and a fine bite of spice. The wine is packed with red fruits and finished with refreshing acidity.,88,20.0,Provence,Roger Voss,@vossroger,Fabre en Provence 2016 Château de la Clapière Rosé (Côtes de Provence),Rosé,Fabre en Provence
120826,Austria,"A touch of strawberry streaks through this wine's lemon scent. The palate is slender, easy and fresh, making for an uncomplicated summer drink with a dry, taut finish.",88,15.0,Niederösterreich,Anne Krebiehl MW,@AnneInVino,Familie Zull 2016 Lust & Laune Rosé (Niederösterreich),Rosé,Familie Zull
120827,US,"Plump red cherry and star anise aromas meet sagebrush and rust on the nose of this appellation blend. It's light bodied on the palate, where tangy acidity presents cranberry, mace and dried meat flavors.",88,30.0,California,Matt Kettmann,@mattkettmann,Fess Parker 2014 Pinot Noir (Sta. Rita Hills),Pinot Noir,Fess Parker
120828,US,"Being 100% varietal, aromas of barrel spice are prominent at present, followed by black fruit. The fruit flavors are sweet but still lighter in style, with lightly grainy tannins backing them up. It's surprisingly restrained considering the warmth of the vintage and region.",88,60.0,Washington,Sean P. Sullivan,@wawinereport,Fidelitas 2014 Blackwood Canyon Cabernet Sauvignon (Red Mountain),Cabernet Sauvignon,Fidelitas
120849,US,"From a blending of two barrels—one new and one neutral—this is a snappy, sappy, tangy wine with ripe, forward red and purple fruits. These notes are framed with pretty barrel toast, and the tannins are firm, ripe and balanced. Drink now with pleasure or tuck it away until 2020.",91,48.0,Oregon,Paul Gregutt,@paulgwine ,Trathen Hall 2012 Antiquum Vineyard Pinot Noir (Willamette Valley),Pinot Noir,Trathen Hall
120879,Italy,"This opens with aromas of pressed rose petal, underbrush, truffle, white pepper and leather. The already approachable palate delivers juicy black cherry, cooking spice and licorice. Drink through 2022.",92,65.0,Piedmont,Kerin O’Keefe,@kerinokeefe,Sordo 2012 Ravera  (Barolo),Nebbiolo,Sordo
120880,France,"Although it effectively disappeared from Bordeaux after phylloxera, Malbec hung on in Blaye on the north side of the Gironde Estuary. This wine, part of a single-parcel (lieu dit in French) single-varietal range, is richly structured and powerfully dense. It has great tannins and also bold ripe black fruits. Drink this concentrated wine from 2020.",92,40.0,Bordeaux,Roger Voss,@vossroger,Les Vignerons de Tutiac 2014 Lieu-Dit Ter Pointe  (Blaye Côtes de Bordeaux),Malbec,Les Vignerons de Tutiac
120881,US,"Red plum, dark cranberry, composting rose petals, dried ginger and earthy mushrooms show on the slightly funky, slightly sweet nose of this bottling. The palate begins with a sour plum skin and tart raspberry kick, then leads into a core with hints of pine needle, juniper and turned loam.",92,50.0,California,Matt Kettmann,@mattkettmann,Lincourt 2014 Annie Dyer Pinot Noir (Sta. Rita Hills),Pinot Noir,Lincourt
120882,US,"Restrained mulberry aromas interweave with scents of turned soil, white pepper and clove on the earthy nose of this bottling. The sip starts with a pleasing softness but quickly grows deeper and more weighty with luxurious tannins, showing hearty red cherry and dried fennel flavors.",92,50.0,California,Matt Kettmann,@mattkettmann,Lincourt 2014 Lindsay's Pinot Noir (Sta. Rita Hills),Pinot Noir,Lincourt
120933,Argentina,"Red cherry and plum aromas are citric in style, while the palate is quite citrusy, too, with flavors of plum skin and pie cherry. This finishes tannic and grabby.",82,9.0,Mendoza Province,Michael Schachner,@wineschach,Aconga 2011 Cabernet Sauvignon-Malbec (Mendoza),Cabernet Sauvignon-Malbec,Aconga
120934,Argentina,"This is rough and gritty smelling, with burnt, stalky berry aromas. It feels straightforward, with rubbery-tasting berry flavors that lead to a sweet, warm finish.",82,10.0,Mendoza Province,Michael Schachner,@wineschach,Árido 2010 Sustainably Farmed Malbec (Mendoza),Malbec,Árido
120937,Austria,"Clean-cut and zesty with the tang of grapefruit peel, a concentrated midpalate and a refreshing dryness, this Riesling shows elegance, power and lip-smacking lemon finish. Shy now, it will reveal more power with bottle age. Drink as of 2017.",92,28.0,Kamptal,Anne Krebiehl MW,@AnneInVino,Hirsch 2012 Heiligenstein Reserve Riesling (Kamptal),Riesling,Hirsch
120939,Austria,"Just-ripe green pears and scented spring flowers make this a charming proposition. Underneath, a firm and concentrated body unfolds into a refreshing and long finish.",92,26.0,Kamptal,Anne Krebiehl MW,@AnneInVino,Weixelbaum 2012 Wahre Werte Reserve Grüner Veltliner (Kamptal),Grüner Veltliner,Weixelbaum
120961,US,"A blend of Cinsault, Counoise and Grenache, this very pretty salmon-colored wine offers aromas of strawberry, melon, soda water and spice. It drinks dry but the fruit flavors are sweet, with tart acids finishing it off.",90,18.0,Washington,Sean P. Sullivan,@wawinereport,Tranche 2014 Pink Pape Blackrock Vineyard Rosé (Yakima Valley),Rosé,Tranche
121000,US,"Though an accidental opening in a blind tasting, this wine was stellar a decade old, easily rising above its current counterparts. Extremely complex and savory aromas of au jus sauce, porcini mushrooms, charred beef, black olive, mulberry and hearty black plum give way to a mushroom-laden palate. Black truffle, baked cranberry, underbrush and rugged but refined earthiness shine on the sip.",95,50.0,California,Matt Kettmann,@mattkettmann,Alma Rosa 2006 La Encantada Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Alma Rosa
121011,US,"Succulent and complex, this wine offers substantial body and lush plushness on the palate, alluring in its layering of cardamom spice and orange, cranberry and cherry. Satisfyingly ripe, with inimitable balance, it shows the elegance possible in spite of the appellation's power.",94,78.0,California,Virginie Boone,@vboone,Rochioli 2014 Little Hill Pinot Noir (Russian River Valley),Pinot Noir,Rochioli
121012,US,"This zesty and fresh bottling offers thyme, bay leaf, cooked cranberries and piles of dried chapparal on the garrigue-focused nose. Light berries and cherry tomatoes decorate the palate, where dried basil, tomato leaf, pepper, bay leaf and crushed sage shine.",94,60.0,California,Matt Kettmann,@mattkettmann,Tantara 2014 Dierberg Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,Tantara
121039,Chile,"Aromas of citrus peel, rubber, spice, and iodine lead to a tight, drawing but full-feeling palate. This tastes herbal, spicy and oaky, with carob accenting black fruit and berry flavors. A minty, oaky, resiny finish closes this out.",88,20.0,Casablanca Valley,Michael Schachner,@wineschach,Ritual 2013 Alcaparral Syrah (Casablanca Valley),Syrah,Ritual
121040,US,"Nuanced rose water, pink grapefruit, ginger and lychee aromas are followed by off-dry fruit flavors and a floral finish. The feel and flavors win you over but the wine wants a little more acid to pull itself together.",88,18.0,Washington,Sean P. Sullivan,@wawinereport,Sineann 2014 Celilo Vineyard Gewurztraminer (Columbia Gorge (WA)),Gewürztraminer,Sineann
121041,US,"This wine is mostly Viognier (78%) blended with Roussanne. Pear, melon and almond aromas are followed by full-bodied flavors with abundant tangerine and floral accents.",88,18.0,Washington,Sean P. Sullivan,@wawinereport,Stottle 2013 White (Yakima Valley),White Blend,Stottle
121042,US,"Full and weighty, this vineyard-designate is salty and floral, offering whiffs of orange blossom around lime zest and brine. The minerality shines through despite the size, making for a food-friendly, yet hedonistic wine.",88,32.0,California,Virginie Boone,@vboone,Tamber Bey 2014 Mello Vineyard Sauvignon Blanc (Yountville),Sauvignon Blanc,Tamber Bey
121073,Australia,"A pronounced herbal note adds a weedy edge to this otherwise full-bodied, plush Cabernet. Cassis fruit is potent without being overbearing, while the oak is prominent, lending structure and vanilla. Drink now.",87,17.0,South Australia,Joe Czerwinski,@JoeCz,Chocolate Box 2009 Truffle Chocolate Cabernet Sauvignon (Barossa Valley),Cabernet Sauvignon,Chocolate Box
121083,France,"This branded wine produced by the Cazes family of Château Lynch-Bages is ripe and rounded with dense tannins and sweet fruit. It has weight, spice from wood and a fine ready-to-drink balance.",87,13.0,Bordeaux,Roger Voss,@vossroger,Jean-Michel Cazes 2009 Michel Lynch  (Bordeaux),Bordeaux-style Red Blend,Jean-Michel Cazes
121085,France,"Clean and fresh with lively citrus rind and red apple flesh aromas and flavors. It's not overdone and quite drinkable, with a soft toastiness that lingers through the finish. The texture is creamy and the swallow crisp.",87,21.0,France Other,Lauren Buzzeo,@laurbuzz,Les Jamelles NV Méthode Traditionnelle Brut Chardonnay-Pinot Noir Sparkling Wine  (France),Champagne Blend,Les Jamelles
121086,US,"This Bordeaux-style blend that is three-fifths Cabernet Sauvignon, has light berry flavors and a wash of new oak. Mocha and toast and chocolate smother the fruit, which fades quickly. If you love chocolaty reds, you will find this wine delightful.",87,39.0,Washington,Paul Gregutt,@paulgwine ,Market Vineyards 2008 Basis Points Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Market Vineyards
121088,Chile,"Spunky and lightly herbal up front, with exotic, lightweight aromas. Feels snappy, tight and lean in the mouth, with bouncy red plum and pie cherry flavors. Shows good juiciness, reasonably complex flavors and a dry, spicy finish.",87,15.0,Leyda Valley,Michael Schachner,@wineschach,Anakena 2010 Ona Pinot Noir (Leyda Valley),Pinot Noir,Anakena
121089,US,"The Barrel Select is given 26 months in 100% new oak, and it shows in both the nose and the mouth. Smoke and char are not accents here; they are the main event. The fruit flavors are simple cherry/berry, and thin out rather quickly in the finish.",87,58.0,Washington,Paul Gregutt,@paulgwine ,Bergevin Lane 2008 Barrel Select Syrah (Columbia Valley (WA)),Syrah,Bergevin Lane
121103,Argentina,"This is exceedingly ripe tasting, with a syrupy texture. Along the way, you'll encounter tar and rubber aromas in front of flavors such as carob, vanilla and stewed berry fruits. A minty, oaky finish is the final weighty act.",84,17.0,Mendoza Province,Michael Schachner,@wineschach,Casarena 2011 Estate Bottled Malbec (Mendoza),Malbec,Casarena
121125,Portugal,"A fruity and aromatic wine that is a blend of Syrah and Castelão. It has bright red fruits and a soft, ripe character. Berries and acidity complement the round finish.",84,13.0,Tejo,Roger Voss,@vossroger,Wines & Winemakers 2012 Samora Rosé (Tejo),Rosé,Wines & Winemakers
121148,Portugal,"An off-dry wine, with crisp apple fruits and a light, bright texture. It's tangy, full of lemony acidity with a light prickle. It's for drinking immediately.",83,10.0,Vinho Verde,Roger Voss,@vossroger,Pátria 2012 White (Vinho Verde),Portuguese White,Pátria
121195,Greece,"Thyme and crushed herbs on the nose of this red lead into flavors of sweet spice, smoked meat and boysenberry. The wine has an exotic spin and a balanced overall character. Elegant and distinctive.",90,15.0,Nemea,Susan Kostrzewa,@suskostrzewa,Kintonis 2012 Agiorgitiko (Nemea),Agiorgitiko,Kintonis
121196,US,"Strawberry and watermelon highlight a light, creamy palate of vanilla and lemon peel, the freshness maintained by moderate acidity.",90,24.0,California,Virginie Boone,@vboone,Kokomo 2016 Pauline's Vineyard Grenache Rosé (Dry Creek Valley),Rosé,Kokomo
121197,US,"Pretty and floral, juicy and substantial, this wine delivers in flavor and texture, conveying caramel, baked pear and pineapple. Notable oak wraps around the fruit, ending with hazelnut and nutmeg.",90,30.0,California,Virginie Boone,@vboone,La Crema 2015 Chardonnay (Russian River Valley),Chardonnay,La Crema
121198,US,"A touch of smoky petrol in the aroma and flavor adds intrigue to this full-bodied, creamy-textured wine. A lot of effort in the winery, including native fermentation, 33% new French barrels and lees stirring helped it have a good sense of depth and richness without being overripe, contributing a mouthflling sensation and lingering finish.",90,28.0,California,Jim Gordon,@gordone_cellars,La Folia Winery 2015 Vermentino (Sierra Foothills),Vermentino,La Folia Winery
